phase,user_id,policy,hit_rate,precision,recall,f1,latency_saved_ms,latency_saved_pct
phase4_order,22_M,M2_Backoff_3,0.9723,0.7999,0.9447,0.8663,1780.64,64.45
phase4_order,22_M,M2_Backoff_5,0.9719,0.7976,0.9455,0.8653,1780.05,64.42
phase4_order,22_M,M2_Backoff_10,0.9711,0.8023,0.9507,0.8702,1778.86,64.38
phase4_order,22_M,M2_JM_K3,0.9711,0.8013,0.9527,0.8705,1778.86,64.38
phase4_order,22_M,M2_JM_K5,0.9711,0.7998,0.9523,0.8694,1778.86,64.38
phase4_order,22_M,M2_JM_K10,0.9699,0.8034,0.9533,0.872,1776.98,64.31
phase4_order,26_F,M2_Naive,0.9872,0.8014,0.9423,0.8661,2333.01,84.44
phase4_order,26_F,M2_Laplace_001,0.9872,0.8014,0.9423,0.8661,2333.01,84.44
phase4_order,26_F,M2_Laplace_010,0.9872,0.8014,0.9423,0.8661,2333.01,84.44
phase4_order,26_F,M2_Laplace_050,0.9872,0.8014,0.9423,0.8661,2333.01,84.44
phase4_order,26_F,M2_Backoff_3,0.988,0.8037,0.946,0.869,2334.19,84.48
phase4_order,26_F,M2_Backoff_5,0.988,0.8033,0.9468,0.8691,2334.19,84.48
phase4_order,26_F,M2_Backoff_10,0.9864,0.8021,0.9471,0.8686,2331.84,84.4
phase4_order,26_F,M2_JM_K3,0.984,0.7899,0.9495,0.8624,2328.51,84.27
phase4_order,26_F,M2_JM_K5,0.984,0.7913,0.9499,0.8634,2328.51,84.27
phase4_order,26_F,M2_JM_K10,0.9832,0.7912,0.9499,0.8633,2327.34,84.23
phase4_order,23_F,M2_Naive,0.9205,0.6134,0.8414,0.7095,1948.63,70.53
phase4_order,23_F,M2_Laplace_001,0.9205,0.6134,0.8414,0.7095,1948.63,70.53
phase4_order,23_F,M2_Laplace_010,0.9205,0.6134,0.8414,0.7095,1948.63,70.53
phase4_order,23_F,M2_Laplace_050,0.9205,0.6134,0.8414,0.7095,1948.63,70.53
phase4_order,23_F,M2_Backoff_3,0.9225,0.6043,0.8507,0.7066,1950.95,70.61
phase4_order,23_F,M2_Backoff_5,0.9225,0.6053,0.8527,0.708,1951.47,70.63
phase4_order,23_F,M2_Backoff_10,0.9244,0.5974,0.8498,0.7016,1954.69,70.75
